date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:24:14	315/315	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20May%202020%2023:24:14%20GMT	http://ashik.templatepath.net/ms-icon-144x144.png	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/ms-icon-144x144.png	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:16	103801/103801	---M--	200	added ('OK')	text/css	date:Tue,%2007%20May%202019%2004:55:24%20GMT	http://ashik.templatepath.net/conexi-preview-files/css/style.css	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/css/style.css	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:16	23525/23525	---M--	200	added ('OK')	text/css	date:Fri,%2001%20Nov%202019%2002:53:56%20GMT	http://ashik.templatepath.net/conexi-preview-files/css/responsive.css	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/css/responsive.css	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:17	66860/66860	---M--	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2017:02:32%20GMT	http://ashik.templatepath.net/conexi-preview-files/index.html	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/index-2.html	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:19	3622/3622	---M--	200	added ('OK')	image/png	date:Tue,%2007%20May%202019%2004:44:34%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/resources/logo-1-1.png	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/resources/logo-1-1.png	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:19	67808/67808	---M--	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2017:02:30%20GMT	http://ashik.templatepath.net/conexi-preview-files/index2.html	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/index2.html	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:21	26965/26965	---M--	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2017:02:30%20GMT	http://ashik.templatepath.net/conexi-preview-files/about.html	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/about.html	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:22	18916/18916	---M--	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2017:02:32%20GMT	http://ashik.templatepath.net/conexi-preview-files/driver.html	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/driver.html	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:23	59351/59351	---M--	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2017:02:30%20GMT	http://ashik.templatepath.net/conexi-preview-files/taxi.html	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/taxi.html	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:24	25089/25089	---M--	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2017:02:30%20GMT	http://ashik.templatepath.net/conexi-preview-files/single-taxi.html	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/single-taxi.html	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:25	21575/21575	---M--	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2017:02:28%20GMT	http://ashik.templatepath.net/conexi-preview-files/book-ride.html	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/book-ride.html	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:25	22028/22028	---M--	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2017:02:28%20GMT	http://ashik.templatepath.net/conexi-preview-files/blog.html	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/blog.html	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:26	26341/26341	---M--	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2017:02:28%20GMT	http://ashik.templatepath.net/conexi-preview-files/blog-details.html	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/blog-details.html	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:26	16560/16560	---M--	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202020%2017:02:32%20GMT	http://ashik.templatepath.net/conexi-preview-files/contact.html	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/contact.html	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:53	172095/172095	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:44:58%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/slider/slider-1-1.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/slider/slider-1-1.jpg	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:54	167340/167340	---M--	200	added ('OK')	image/png	date:Tue,%2007%20May%202019%2004:41:52%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/background/booking-bg-1-1.png	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/background/booking-bg-1-1.png	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:56	173566/173566	---M--	200	added ('OK')	image/png	date:Tue,%2007%20May%202019%2004:44:30%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/resources/choise-1-1.png	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/resources/choise-1-1.png	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:57	187906/187906	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:45:00%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/slider/slider-1-2.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/slider/slider-1-2.jpg	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:58	19410/19410	---M--	200	added ('OK')	image/png	date:Tue,%2007%20May%202019%2004:43:50%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/pricing/pricing-1-1.png	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/pricing/pricing-1-1.png	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:58	3565/3565	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:43:24%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/brand/brand-1-1.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/brand/brand-1-1.jpg	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:59	33595/33595	---M--	200	added ('OK')	image/png	date:Tue,%2007%20May%202019%2004:44:38%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/resources/video-1-1.png	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/resources/video-1-1.png	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:59	3558/3558	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:43:24%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/brand/brand-1-2.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/brand/brand-1-2.jpg	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:59	18864/18864	---M--	200	added ('OK')	image/png	date:Tue,%2007%20May%202019%2004:43:56%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/pricing/pricing-1-2.png	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/pricing/pricing-1-2.png	(from http://ashik.templatepath.net/conexi-preview-files/)
00:24:59	17227/17227	---M--	200	added ('OK')	image/png	date:Tue,%2007%20May%202019%2004:43:56%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/pricing/pricing-1-3.png	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/pricing/pricing-1-3.png	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:00	4612/4612	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:43:24%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/brand/brand-1-3.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/brand/brand-1-3.jpg	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:00	4561/4561	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:43:26%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/brand/brand-1-4.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/brand/brand-1-4.jpg	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:00	3184/3184	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:43:26%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/brand/brand-1-5.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/brand/brand-1-5.jpg	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:01	3089/3089	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:44:18%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/resources/testi-1-1.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/resources/testi-1-1.jpg	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:01	3652/3652	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:44:18%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/resources/testi-1-2.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/resources/testi-1-2.jpg	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:01	3815/3815	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:44:20%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/resources/testi-1-3.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/resources/testi-1-3.jpg	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:05	26026/26026	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:43:14%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/blog/blog-2-1.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/blog/blog-2-1.jpg	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:06	25318/25318	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:43:14%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/blog/blog-2-2.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/blog/blog-2-2.jpg	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:08	45735/45735	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:43:00%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/blog/blog-1-1.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/blog/blog-1-1.jpg	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:21	76308/76308	---M--	200	added ('OK')	application/javascript	date:Fri,%2021%20Dec%202018%2016:47:12%20GMT	http://ashik.templatepath.net/conexi-preview-files/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/js/bootstrap.bundle.min.js	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:22	97168/97168	---M--	200	added ('OK')	application/javascript	date:Fri,%2019%20Apr%202019%2004:06:44%20GMT	http://ashik.templatepath.net/conexi-preview-files/js/jquery.js	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/js/jquery.js	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:28	40401/40401	---M--	200	added ('OK')	application/javascript	date:Fri,%2027%20Jun%202014%2013:51:42%20GMT	http://ashik.templatepath.net/conexi-preview-files/js/owl.carousel.min.js	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/js/owl.carousel.min.js	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:30	47706/47706	---M--	200	added ('OK')	application/javascript	date:Tue,%2020%20Nov%202018%2007:39:14%20GMT	http://ashik.templatepath.net/conexi-preview-files/js/bootstrap-select.min.js	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/js/bootstrap-select.min.js	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:32	167125/167125	---M--	200	added ('OK')	image/png	date:Tue,%2007%20May%202019%2004:42:14%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/background/footer-bg-1-1.png	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/background/footer-bg-1-1.png	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:32	8044/8044	---M--	200	added ('OK')	application/javascript	date:Mon,%2015%20Aug%202016%2005:31:08%20GMT	http://ashik.templatepath.net/conexi-preview-files/js/waypoints.min.js	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/js/waypoints.min.js	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:32	20216/20216	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Feb%202016%2007:06:30%20GMT	http://ashik.templatepath.net/conexi-preview-files/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/js/jquery.magnific-popup.min.js	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:32	222484/222484	---M--	200	added ('OK')	image/png	date:Tue,%2007%20May%202019%2004:42:00%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/background/feature-bg-1-1.png	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/background/feature-bg-1-1.png	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:32	1067/1067	---M--	200	added ('OK')	application/javascript	date:Mon,%2015%20Aug%202016%2005:31:56%20GMT	http://ashik.templatepath.net/conexi-preview-files/js/jquery.counterup.min.js	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/js/jquery.counterup.min.js	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:33	23631/23631	---M--	200	added ('OK')	application/javascript	date:Tue,%2009%20Jun%202015%2016:52:46%20GMT	http://ashik.templatepath.net/conexi-preview-files/js/jquery.bxslider.min.js	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/js/jquery.bxslider.min.js	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:33	9394/9394	---M--	200	added ('OK')	application/javascript	date:Mon,%2030%20Dec%202019%2018:08:54%20GMT	http://ashik.templatepath.net/conexi-preview-files/js/theme.js	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/js/theme.js	(from http://ashik.templatepath.net/conexi-preview-files/)
00:25:36	79167/79167	---M--	200	added ('OK')	text/css	date:Tue,%2008%20Jan%202019%2020:45:18%20GMT	http://ashik.templatepath.net/conexi-preview-files/css/animate.css	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/css/animate.css	(from http://ashik.templatepath.net/conexi-preview-files/css/style.css)
00:25:36	153182/153182	---M--	200	added ('OK')	text/css	date:Fri,%2021%20Dec%202018%2016:47:12%20GMT	http://ashik.templatepath.net/conexi-preview-files/css/bootstrap.min.css	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/css/bootstrap.min.css	(from http://ashik.templatepath.net/conexi-preview-files/css/style.css)
00:25:37	31000/31000	---M--	200	added ('OK')	text/css	date:Mon,%2025%20Jun%202018%2016:53:12%20GMT	http://ashik.templatepath.net/conexi-preview-files/css/font-awesome.min.css	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/css/font-awesome.min.css	(from http://ashik.templatepath.net/conexi-preview-files/css/style.css)
00:25:38	4614/4614	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Jun%202014%2013:51:42%20GMT	http://ashik.templatepath.net/conexi-preview-files/css/owl.carousel.css	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/css/owl.carousel.css	(from http://ashik.templatepath.net/conexi-preview-files/css/style.css)
00:25:38	98034/98034	---M--	200	added ('OK')	text/css	date:Thu,%2014%20Dec%202017%2001:54:12%20GMT	http://ashik.templatepath.net/conexi-preview-files/css/hover-min.css	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/css/hover-min.css	(from http://ashik.templatepath.net/conexi-preview-files/css/style.css)
00:25:40	1142/1142	---M--	200	added ('OK')	text/css	date:Thu,%2030%20Jul%202015%2002:40:10%20GMT	http://ashik.templatepath.net/conexi-preview-files/css/owl.theme.default.min.css	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/css/owl.theme.default.min.css	(from http://ashik.templatepath.net/conexi-preview-files/css/style.css)
00:25:40	9892/9892	---M--	200	added ('OK')	text/css	date:Tue,%2020%20Nov%202018%2007:39:14%20GMT	http://ashik.templatepath.net/conexi-preview-files/css/bootstrap-select.min.css	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/css/bootstrap-select.min.css	(from http://ashik.templatepath.net/conexi-preview-files/css/style.css)
00:25:40	6951/6951	---M--	200	added ('OK')	text/css	date:Sat,%2020%20Feb%202016%2007:06:30%20GMT	http://ashik.templatepath.net/conexi-preview-files/css/magnific-popup.css	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/css/magnific-popup.css	(from http://ashik.templatepath.net/conexi-preview-files/css/style.css)
00:25:41	3190/3190	---M--	200	added ('OK')	text/css	date:Tue,%2009%20Jun%202015%2016:52:46%20GMT	http://ashik.templatepath.net/conexi-preview-files/css/jquery.bxslider.min.css	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/css/jquery.bxslider.min.css	(from http://ashik.templatepath.net/conexi-preview-files/css/style.css)
00:25:41	1754/1754	---M--	200	added ('OK')	text/css	date:Fri,%2003%20May%202019%2005:05:58%20GMT	http://ashik.templatepath.net/conexi-preview-files/plugins/conexi-icon/style.css	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/plugins/conexi-icon/style.css	(from http://ashik.templatepath.net/conexi-preview-files/css/style.css)
00:25:42	1067/1067	---M--	200	added ('OK')	image/png	date:Tue,%2007%20May%202019%2004:44:38%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/resources/zigzag-box.png	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/resources/zigzag-box.png	(from http://ashik.templatepath.net/conexi-preview-files/css/style.css)
00:25:42	1071/1071	---M--	200	added ('OK')	image/png	date:Tue,%2007%20May%202019%2004:44:38%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/resources/zigzag-box-2.png	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/resources/zigzag-box-2.png	(from http://ashik.templatepath.net/conexi-preview-files/css/style.css)
00:25:43	43362/43362	---M--	200	added ('OK')	image/gif	date:Sun,%2028%20Apr%202019%2017:05:28%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/resources/preloader.gif	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/resources/preloader.gif	(from http://ashik.templatepath.net/conexi-preview-files/css/style.css)
00:26:16	196115/196115	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:45:28%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/slider/slider-2-2.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/slider/slider-2-2.jpg	(from http://ashik.templatepath.net/conexi-preview-files/index2.html)
00:26:20	229283/229283	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:45:10%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/slider/slider-2-1.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/slider/slider-2-1.jpg	(from http://ashik.templatepath.net/conexi-preview-files/index2.html)
00:26:21	237879/237879	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:41:40%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/background/inner-banner-bg-1-1.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/background/inner-banner-bg-1-1.jpg	(from http://ashik.templatepath.net/conexi-preview-files/css/style.css)
00:26:24	19145/19145	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:44:10%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/resources/offer-1-1.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/resources/offer-1-1.jpg	(from http://ashik.templatepath.net/conexi-preview-files/index2.html)
00:26:24	52919/52919	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:44:06%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/resources/book-1-1.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/resources/book-1-1.jpg	(from http://ashik.templatepath.net/conexi-preview-files/index2.html)
00:26:28	43015/43015	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:44:12%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/resources/offer-1-2.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/resources/offer-1-2.jpg	(from http://ashik.templatepath.net/conexi-preview-files/index2.html)
